"X","monitoring_location_id","parameter_code","obs_date","obs_flow","unit_of_measure","approval_status","yr","mo","da","dra","Date","Flow","AGWR","delta_AGWR","Month","Season","RecessionDay","Year","Day"
1,"USGS-02024000",60,"1938-10-01",142,"ft^3/s","Approved",1938,10,1,647,1938-10-01,142,NA,NA,"10","Fall",FALSE,1938,1
2,"USGS-02024000",60,"1938-10-02",137,"ft^3/s","Approved",1938,10,2,647,1938-10-02,137,0.964788732394366,NA,"10","Fall",FALSE,1938,2
3,"USGS-02024000",60,"1938-10-03",132,"ft^3/s","Approved",1938,10,3,647,1938-10-03,132,0.963503649635037,0.998668016410038,"10","Fall",TRUE,1938,3
4,"USGS-02024000",60,"1938-10-04",126,"ft^3/s","Approved",1938,10,4,647,1938-10-04,126,0.954545454545455,0.990702479338843,"10","Fall",TRUE,1938,4
5,"USGS-02024000",60,"1938-10-05",122,"ft^3/s","Approved",1938,10,5,647,1938-10-05,122,0.968253968253968,1.01436130007559,"10","Fall",TRUE,1938,5
6,"USGS-02024000",60,"1938-10-06",120,"ft^3/s","Approved",1938,10,6,647,1938-10-06,120,0.983606557377049,1.01585595270089,"10","Fall",TRUE,1938,6
7,"USGS-02024000",60,"1938-10-07",118,"ft^3/s","Approved",1938,10,7,647,1938-10-07,118,0.983333333333333,0.999722222222222,"10","Fall",TRUE,1938,7
8,"USGS-02024000",60,"1938-10-08",114,"ft^3/s","Approved",1938,10,8,647,1938-10-08,114,0.966101694915254,0.982476299913818,"10","Fall",TRUE,1938,8
9,"USGS-02024000",60,"1938-10-09",116,"ft^3/s","Approved",1938,10,9,647,1938-10-09,116,1.01754385964912,1.05324715297014,"10","Fall",TRUE,1938,9
10,"USGS-02024000",60,"1938-10-10",113,"ft^3/s","Approved",1938,10,10,647,1938-10-10,113,0.974137931034483,0.957342449464923,"10","Fall",TRUE,1938,10
11,"USGS-02024000",60,"1938-10-11",110,"ft^3/s","Approved",1938,10,11,647,1938-10-11,110,0.973451327433628,0.999295167984964,"10","Fall",TRUE,1938,11
12,"USGS-02024000",60,"1938-10-12",111,"ft^3/s","Approved",1938,10,12,647,1938-10-12,111,1.00909090909091,1.03661157024793,"10","Fall",FALSE,1938,12
13,"USGS-02024000",60,"1938-10-13",114,"ft^3/s","Approved",1938,10,13,647,1938-10-13,114,1.02702702702703,1.01777453128804,"10","Fall",FALSE,1938,13
14,"USGS-02024000",60,"1938-10-14",114,"ft^3/s","Approved",1938,10,14,647,1938-10-14,114,1,0.973684210526316,"10","Fall",FALSE,1938,14
15,"USGS-02024000",60,"1938-10-15",114,"ft^3/s","Approved",1938,10,15,647,1938-10-15,114,1,1,"10","Fall",FALSE,1938,15
16,"USGS-02024000",60,"1938-10-16",112,"ft^3/s","Approved",1938,10,16,647,1938-10-16,112,0.982456140350877,0.982456140350877,"10","Fall",TRUE,1938,16
17,"USGS-02024000",60,"1938-10-17",111,"ft^3/s","Approved",1938,10,17,647,1938-10-17,111,0.991071428571429,1.00876913265306,"10","Fall",TRUE,1938,17
18,"USGS-02024000",60,"1938-10-18",111,"ft^3/s","Approved",1938,10,18,647,1938-10-18,111,1,1.00900900900901,"10","Fall",FALSE,1938,18
19,"USGS-02024000",60,"1938-10-19",113,"ft^3/s","Approved",1938,10,19,647,1938-10-19,113,1.01801801801802,1.01801801801802,"10","Fall",FALSE,1938,19
20,"USGS-02024000",60,"1938-10-20",114,"ft^3/s","Approved",1938,10,20,647,1938-10-20,114,1.00884955752212,0.990993813141201,"10","Fall",FALSE,1938,20
21,"USGS-02024000",60,"1938-10-21",118,"ft^3/s","Approved",1938,10,21,647,1938-10-21,118,1.03508771929825,1.0260080024623,"10","Fall",FALSE,1938,21
22,"USGS-02024000",60,"1938-10-22",118,"ft^3/s","Approved",1938,10,22,647,1938-10-22,118,1,0.966101694915254,"10","Fall",FALSE,1938,22
23,"USGS-02024000",60,"1938-10-23",118,"ft^3/s","Approved",1938,10,23,647,1938-10-23,118,1,1,"10","Fall",FALSE,1938,23
24,"USGS-02024000",60,"1938-10-24",130,"ft^3/s","Approved",1938,10,24,647,1938-10-24,130,1.10169491525424,1.10169491525424,"10","Fall",FALSE,1938,24
25,"USGS-02024000",60,"1938-10-25",138,"ft^3/s","Approved",1938,10,25,647,1938-10-25,138,1.06153846153846,0.963550295857988,"10","Fall",FALSE,1938,25
26,"USGS-02024000",60,"1938-10-26",126,"ft^3/s","Approved",1938,10,26,647,1938-10-26,126,0.91304347826087,0.860113421550095,"10","Fall",FALSE,1938,26
27,"USGS-02024000",60,"1938-10-27",118,"ft^3/s","Approved",1938,10,27,647,1938-10-27,118,0.936507936507937,1.02569916855631,"10","Fall",TRUE,1938,27
28,"USGS-02024000",60,"1938-10-28",118,"ft^3/s","Approved",1938,10,28,647,1938-10-28,118,1,1.06779661016949,"10","Fall",TRUE,1938,28
29,"USGS-02024000",60,"1938-10-29",120,"ft^3/s","Approved",1938,10,29,647,1938-10-29,120,1.01694915254237,1.01694915254237,"10","Fall",TRUE,1938,29
30,"USGS-02024000",60,"1938-10-30",120,"ft^3/s","Approved",1938,10,30,647,1938-10-30,120,1,0.983333333333333,"10","Fall",TRUE,1938,30
31,"USGS-02024000",60,"1938-10-31",117,"ft^3/s","Approved",1938,10,31,647,1938-10-31,117,0.975,0.975,"10","Fall",TRUE,1938,31
32,"USGS-02024000",60,"1938-11-01",116,"ft^3/s","Approved",1938,11,1,647,1938-11-01,116,0.991452991452991,1.01687486302871,"11","Fall",TRUE,1938,1
33,"USGS-02024000",60,"1938-11-02",115,"ft^3/s","Approved",1938,11,2,647,1938-11-02,115,0.991379310344828,0.999925683709869,"11","Fall",TRUE,1938,2
34,"USGS-02024000",60,"1938-11-03",112,"ft^3/s","Approved",1938,11,3,647,1938-11-03,112,0.973913043478261,0.982381852551985,"11","Fall",TRUE,1938,3
35,"USGS-02024000",60,"1938-11-04",110,"ft^3/s","Approved",1938,11,4,647,1938-11-04,110,0.982142857142857,1.00845025510204,"11","Fall",TRUE,1938,4
36,"USGS-02024000",60,"1938-11-05",200,"ft^3/s","Approved",1938,11,5,647,1938-11-05,200,1.81818181818182,1.85123966942149,"11","Fall",FALSE,1938,5
37,"USGS-02024000",60,"1938-11-06",330,"ft^3/s","Approved",1938,11,6,647,1938-11-06,330,1.65,0.9075,"11","Fall",FALSE,1938,6
38,"USGS-02024000",60,"1938-11-07",230,"ft^3/s","Approved",1938,11,7,647,1938-11-07,230,0.696969696969697,0.422405876951332,"11","Fall",FALSE,1938,7
39,"USGS-02024000",60,"1938-11-08",180,"ft^3/s","Approved",1938,11,8,647,1938-11-08,180,0.782608695652174,1.12287334593573,"11","Fall",FALSE,1938,8
40,"USGS-02024000",60,"1938-11-09",160,"ft^3/s","Approved",1938,11,9,647,1938-11-09,160,0.888888888888889,1.1358024691358,"11","Fall",FALSE,1938,9
41,"USGS-02024000",60,"1938-11-10",150,"ft^3/s","Approved",1938,11,10,647,1938-11-10,150,0.9375,1.0546875,"11","Fall",FALSE,1938,10
42,"USGS-02024000",60,"1938-11-11",140,"ft^3/s","Approved",1938,11,11,647,1938-11-11,140,0.933333333333333,0.995555555555556,"11","Fall",TRUE,1938,11
43,"USGS-02024000",60,"1938-11-12",130,"ft^3/s","Approved",1938,11,12,647,1938-11-12,130,0.928571428571429,0.994897959183674,"11","Fall",TRUE,1938,12
44,"USGS-02024000",60,"1938-11-13",125,"ft^3/s","Approved",1938,11,13,647,1938-11-13,125,0.961538461538462,1.03550295857988,"11","Fall",TRUE,1938,13
45,"USGS-02024000",60,"1938-11-14",125,"ft^3/s","Approved",1938,11,14,647,1938-11-14,125,1,1.04,"11","Fall",TRUE,1938,14
46,"USGS-02024000",60,"1938-11-15",120,"ft^3/s","Approved",1938,11,15,647,1938-11-15,120,0.96,0.96,"11","Fall",TRUE,1938,15
47,"USGS-02024000",60,"1938-11-16",116,"ft^3/s","Approved",1938,11,16,647,1938-11-16,116,0.966666666666667,1.00694444444444,"11","Fall",TRUE,1938,16
48,"USGS-02024000",60,"1938-11-17",116,"ft^3/s","Approved",1938,11,17,647,1938-11-17,116,1,1.03448275862069,"11","Fall",FALSE,1938,17
49,"USGS-02024000",60,"1938-11-18",118,"ft^3/s","Approved",1938,11,18,647,1938-11-18,118,1.01724137931034,1.01724137931034,"11","Fall",FALSE,1938,18
50,"USGS-02024000",60,"1938-11-19",140,"ft^3/s","Approved",1938,11,19,647,1938-11-19,140,1.1864406779661,1.16633151393278,"11","Fall",FALSE,1938,19
51,"USGS-02024000",60,"1938-11-20",190,"ft^3/s","Approved",1938,11,20,647,1938-11-20,190,1.35714285714286,1.14387755102041,"11","Fall",FALSE,1938,20
52,"USGS-02024000",60,"1938-11-21",160,"ft^3/s","Approved",1938,11,21,647,1938-11-21,160,0.842105263157895,0.620498614958449,"11","Fall",FALSE,1938,21
53,"USGS-02024000",60,"1938-11-22",145,"ft^3/s","Approved",1938,11,22,647,1938-11-22,145,0.90625,1.076171875,"11","Fall",FALSE,1938,22
54,"USGS-02024000",60,"1938-11-23",140,"ft^3/s","Approved",1938,11,23,647,1938-11-23,140,0.96551724137931,1.0653983353151,"11","Fall",FALSE,1938,23
55,"USGS-02024000",60,"1938-11-24",150,"ft^3/s","Approved",1938,11,24,647,1938-11-24,150,1.07142857142857,1.10969387755102,"11","Fall",FALSE,1938,24
56,"USGS-02024000",60,"1938-11-25",170,"ft^3/s","Approved",1938,11,25,647,1938-11-25,170,1.13333333333333,1.05777777777778,"11","Fall",FALSE,1938,25
57,"USGS-02024000",60,"1938-11-26",160,"ft^3/s","Approved",1938,11,26,647,1938-11-26,160,0.941176470588235,0.830449826989619,"11","Fall",FALSE,1938,26
58,"USGS-02024000",60,"1938-11-27",145,"ft^3/s","Approved",1938,11,27,647,1938-11-27,145,0.90625,0.962890625,"11","Fall",FALSE,1938,27
59,"USGS-02024000",60,"1938-11-28",130,"ft^3/s","Approved",1938,11,28,647,1938-11-28,130,0.896551724137931,0.989298454221165,"11","Fall",TRUE,1938,28
60,"USGS-02024000",60,"1938-11-29",150,"ft^3/s","Approved",1938,11,29,647,1938-11-29,150,1.15384615384615,1.28698224852071,"11","Fall",FALSE,1938,29
61,"USGS-02024000",60,"1938-11-30",160,"ft^3/s","Approved",1938,11,30,647,1938-11-30,160,1.06666666666667,0.924444444444445,"11","Fall",FALSE,1938,30
62,"USGS-02024000",60,"1938-12-01",170,"ft^3/s","Approved",1938,12,1,647,1938-12-01,170,1.0625,0.99609375,"12","Winter",FALSE,1938,1
63,"USGS-02024000",60,"1938-12-02",180,"ft^3/s","Approved",1938,12,2,647,1938-12-02,180,1.05882352941176,0.996539792387543,"12","Winter",FALSE,1938,2
64,"USGS-02024000",60,"1938-12-03",180,"ft^3/s","Approved",1938,12,3,647,1938-12-03,180,1,0.944444444444444,"12","Winter",FALSE,1938,3
65,"USGS-02024000",60,"1938-12-04",190,"ft^3/s","Approved",1938,12,4,647,1938-12-04,190,1.05555555555556,1.05555555555556,"12","Winter",FALSE,1938,4
66,"USGS-02024000",60,"1938-12-05",250,"ft^3/s","Approved",1938,12,5,647,1938-12-05,250,1.31578947368421,1.24653739612188,"12","Winter",FALSE,1938,5
67,"USGS-02024000",60,"1938-12-06",400,"ft^3/s","Approved",1938,12,6,647,1938-12-06,400,1.6,1.216,"12","Winter",FALSE,1938,6
68,"USGS-02024000",60,"1938-12-07",350,"ft^3/s","Approved",1938,12,7,647,1938-12-07,350,0.875,0.546875,"12","Winter",FALSE,1938,7
69,"USGS-02024000",60,"1938-12-08",310,"ft^3/s","Approved",1938,12,8,647,1938-12-08,310,0.885714285714286,1.01224489795918,"12","Winter",TRUE,1938,8
70,"USGS-02024000",60,"1938-12-09",300,"ft^3/s","Approved",1938,12,9,647,1938-12-09,300,0.967741935483871,1.09261186264308,"12","Winter",FALSE,1938,9
71,"USGS-02024000",60,"1938-12-10",1200,"ft^3/s","Approved",1938,12,10,647,1938-12-10,1200,4,4.13333333333333,"12","Winter",FALSE,1938,10
72,"USGS-02024000",60,"1938-12-11",900,"ft^3/s","Approved",1938,12,11,647,1938-12-11,900,0.75,0.1875,"12","Winter",FALSE,1938,11
73,"USGS-02024000",60,"1938-12-12",640,"ft^3/s","Approved",1938,12,12,647,1938-12-12,640,0.711111111111111,0.948148148148148,"12","Winter",FALSE,1938,12
74,"USGS-02024000",60,"1938-12-13",500,"ft^3/s","Approved",1938,12,13,647,1938-12-13,500,0.78125,1.0986328125,"12","Winter",FALSE,1938,13
75,"USGS-02024000",60,"1938-12-14",410,"ft^3/s","Approved",1938,12,14,647,1938-12-14,410,0.82,1.0496,"12","Winter",FALSE,1938,14
76,"USGS-02024000",60,"1938-12-15",350,"ft^3/s","Approved",1938,12,15,647,1938-12-15,350,0.853658536585366,1.04104699583581,"12","Winter",FALSE,1938,15
77,"USGS-02024000",60,"1938-12-16",310,"ft^3/s","Approved",1938,12,16,647,1938-12-16,310,0.885714285714286,1.03755102040816,"12","Winter",FALSE,1938,16
78,"USGS-02024000",60,"1938-12-17",290,"ft^3/s","Approved",1938,12,17,647,1938-12-17,290,0.935483870967742,1.05619146722164,"12","Winter",FALSE,1938,17
79,"USGS-02024000",60,"1938-12-18",270,"ft^3/s","Approved",1938,12,18,647,1938-12-18,270,0.931034482758621,0.995243757431629,"12","Winter",TRUE,1938,18
80,"USGS-02024000",60,"1938-12-19",250,"ft^3/s","Approved",1938,12,19,647,1938-12-19,250,0.925925925925926,0.994513031550069,"12","Winter",TRUE,1938,19
81,"USGS-02024000",60,"1938-12-20",230,"ft^3/s","Approved",1938,12,20,647,1938-12-20,230,0.92,0.9936,"12","Winter",TRUE,1938,20
82,"USGS-02024000",60,"1938-12-21",215,"ft^3/s","Approved",1938,12,21,647,1938-12-21,215,0.934782608695652,1.01606805293006,"12","Winter",TRUE,1938,21
83,"USGS-02024000",60,"1938-12-22",200,"ft^3/s","Approved",1938,12,22,647,1938-12-22,200,0.930232558139535,0.995132504056247,"12","Winter",TRUE,1938,22
84,"USGS-02024000",60,"1938-12-23",200,"ft^3/s","Approved",1938,12,23,647,1938-12-23,200,1,1.075,"12","Winter",FALSE,1938,23
85,"USGS-02024000",60,"1938-12-24",200,"ft^3/s","Approved",1938,12,24,647,1938-12-24,200,1,1,"12","Winter",FALSE,1938,24
86,"USGS-02024000",60,"1938-12-25",190,"ft^3/s","Approved",1938,12,25,647,1938-12-25,190,0.95,0.95,"12","Winter",FALSE,1938,25
87,"USGS-02024000",60,"1938-12-26",190,"ft^3/s","Approved",1938,12,26,647,1938-12-26,190,1,1.05263157894737,"12","Winter",FALSE,1938,26
88,"USGS-02024000",60,"1938-12-27",360,"ft^3/s","Approved",1938,12,27,647,1938-12-27,360,1.89473684210526,1.89473684210526,"12","Winter",FALSE,1938,27
89,"USGS-02024000",60,"1938-12-28",390,"ft^3/s","Approved",1938,12,28,647,1938-12-28,390,1.08333333333333,0.571759259259259,"12","Winter",FALSE,1938,28
90,"USGS-02024000",60,"1938-12-29",340,"ft^3/s","Approved",1938,12,29,647,1938-12-29,340,0.871794871794872,0.804733727810651,"12","Winter",FALSE,1938,29
91,"USGS-02024000",60,"1938-12-30",310,"ft^3/s","Approved",1938,12,30,647,1938-12-30,310,0.911764705882353,1.04584775086505,"12","Winter",FALSE,1938,30
92,"USGS-02024000",60,"1938-12-31",270,"ft^3/s","Approved",1938,12,31,647,1938-12-31,270,0.870967741935484,0.95525494276795,"12","Winter",FALSE,1938,31
93,"USGS-02024000",60,"1939-01-01",260,"ft^3/s","Approved",1939,1,1,647,1939-01-01,260,0.962962962962963,1.10562414266118,"01","Winter",FALSE,1939,1
94,"USGS-02024000",60,"1939-01-02",280,"ft^3/s","Approved",1939,1,2,647,1939-01-02,280,1.07692307692308,1.11834319526627,"01","Winter",FALSE,1939,2
95,"USGS-02024000",60,"1939-01-03",350,"ft^3/s","Approved",1939,1,3,647,1939-01-03,350,1.25,1.16071428571429,"01","Winter",FALSE,1939,3
96,"USGS-02024000",60,"1939-01-04",410,"ft^3/s","Approved",1939,1,4,647,1939-01-04,410,1.17142857142857,0.937142857142857,"01","Winter",FALSE,1939,4
97,"USGS-02024000",60,"1939-01-05",500,"ft^3/s","Approved",1939,1,5,647,1939-01-05,500,1.21951219512195,1.04104699583581,"01","Winter",FALSE,1939,5
98,"USGS-02024000",60,"1939-01-06",680,"ft^3/s","Approved",1939,1,6,647,1939-01-06,680,1.36,1.1152,"01","Winter",FALSE,1939,6
99,"USGS-02024000",60,"1939-01-07",640,"ft^3/s","Approved",1939,1,7,647,1939-01-07,640,0.941176470588235,0.692041522491349,"01","Winter",FALSE,1939,7
100,"USGS-02024000",60,"1939-01-08",550,"ft^3/s","Approved",1939,1,8,647,1939-01-08,550,0.859375,0.9130859375,"01","Winter",FALSE,1939,8
101,"USGS-02024000",60,"1939-01-09",475,"ft^3/s","Approved",1939,1,9,647,1939-01-09,475,0.863636363636364,1.00495867768595,"01","Winter",TRUE,1939,9
102,"USGS-02024000",60,"1939-01-10",425,"ft^3/s","Approved",1939,1,10,647,1939-01-10,425,0.894736842105263,1.03601108033241,"01","Winter",TRUE,1939,10
103,"USGS-02024000",60,"1939-01-11",390,"ft^3/s","Approved",1939,1,11,647,1939-01-11,390,0.917647058823529,1.02560553633218,"01","Winter",TRUE,1939,11
