"site_no","Date","Flow","AGWR","delta_AGWR","Year","Month","Day","Season","GroupID","calc_AGWR","R_squared"
1633000,1984-10-08,209.973424,0.920901778701311,1.01662215757236,1984,10,8,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-09,195.491433,0.93102940970282,1.01099751486613,1984,10,9,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-10,183.82162,0.940305246010448,1.00996298958009,1984,10,10,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-11,174.159877,0.947439572124324,1.0075872448273,1984,10,11,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-12,164.744804,0.945940057134974,0.998417297489498,1984,10,12,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-13,154.830894,0.939822624087131,0.99353295909006,1984,10,13,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-14,144.812206,0.935292707151843,0.995180029912891,1984,10,14,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-15,135.107606,0.932984930842087,0.99753256248861,1984,10,15,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-16,125.865354,0.931593399708378,0.998508517032046,1984,10,16,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-17,120.339621,0.956098061743027,1.02630403139644,1984,10,17,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-18,116.001134,0.963947975205938,1.00821036437267,1984,10,18,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-19,110.114169,0.949250797841338,0.984753142552678,1984,10,19,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-20,104.495714,0.948976094075595,0.999710609918509,1984,10,20,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-21,98.043274,0.93825163010992,0.988698910296447,1984,10,21,"Fall",1,0.943284605243273,0.997478116699992
1633000,1984-10-22,90.995353,0.92811418149908,0.989195383961494,1984,10,22,"Fall",1,0.943284605243273,0.997478116699992
1633000,1985-01-10,408.059073,0.958983990463138,1.01009528419296,1985,1,10,"Winter",2,0.966783174072839,0.990059936195748
1633000,1985-01-11,384.901671,0.943249878431205,0.983592935660652,1985,1,11,"Winter",2,0.966783174072839,0.990059936195748
1633000,1985-01-12,363.359957,0.944033202183734,1.00083045200476,1985,1,12,"Winter",2,0.966783174072839,0.990059936195748
1633000,1985-01-13,345.64352,0.951242736964547,1.00763695044214,1985,1,13,"Winter",2,0.966783174072839,0.990059936195748
1633000,1985-01-14,330.982792,0.957584253279217,1.00666655951025,1985,1,14,"Winter",2,0.966783174072839,0.990059936195748
1633000,1985-01-15,318.146545,0.96121778137638,1.00379447352514,1985,1,15,"Winter",2,0.966783174072839,0.990059936195748
