"site_no","Date","Flow","AGWR","delta_AGWR","Year","Month","Day","Season","GroupID","calc_AGWR","R_squared"
1634000,1984-10-08,369.672661,0.933800118213136,0.98719144426231,1984,10,8,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-09,344.882472,0.932940161349936,0.9990790782241,1984,10,9,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-10,322.614504,0.935433169824879,1.00267220619095,1984,10,10,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-11,302.99547,0.939187377638793,1.00401333621152,1984,10,11,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-12,285.76758,0.943141427163911,1.00421007524085,1984,10,12,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-13,270.441871,0.946370022099778,1.00342323520405,1984,10,13,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-14,256.37236,0.947975840619739,1.00169681887894,1984,10,14,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-15,243.092419,0.948200574352087,1.00023706694065,1984,10,15,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-16,230.411001,0.947832935094533,0.999612276909023,1984,10,16,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-17,218.290679,0.947396947422662,0.99954001633017,1984,10,17,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-18,207.232361,0.94934131841699,1.00205232980708,1984,10,18,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-19,197.619006,0.953610744221555,1.00449725059021,1984,10,19,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-20,188.887101,0.955814447320922,1.00231090422661,1984,10,20,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-21,180.560504,0.955917598629459,1.00010791980475,1984,10,21,"Fall",1,0.947491897801934,0.996467348469954
1634000,1984-10-22,172.532826,0.95554023265243,0.999605231687784,1984,10,22,"Fall",1,0.947491897801934,0.996467348469954
1634000,1985-01-09,672.005812,0.979923975355732,0.974950031094147,1985,1,9,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-10,645.903901,0.961158206470988,0.980849770638655,1985,1,10,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-11,617.893864,0.956634358522012,0.995293336811235,1985,1,11,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-12,591.096779,0.956631572894208,0.999997088095594,1985,1,12,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-13,564.63566,0.955233863658053,0.99853892629539,1985,1,13,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-14,539.552611,0.955576576583916,1.00035877384471,1985,1,14,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-15,516.649046,0.957550821675108,1.0020660249943,1985,1,15,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-16,495.999587,0.960031942070014,1.0025911109246,1985,1,16,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-17,477.317785,0.962335045250753,1.00239898599183,1985,1,17,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-18,460.257697,0.964258427956964,1.00199866222861,1985,1,18,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-19,444.439812,0.965632546499271,1.00142505214626,1985,1,19,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-20,431.403163,0.97066723401458,1.00521387512627,1985,1,20,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-21,421.408932,0.976833199528488,1.00635229592371,1985,1,21,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-22,412.04265,0.977773888285785,1.00096299834788,1985,1,22,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-23,402.026059,0.975690402437709,0.99786915372456,1985,1,23,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-24,390.585716,0.971543279984246,0.995749550837949,1985,1,24,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-25,377.989559,0.967750594852783,0.99609622627257,1985,1,25,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-26,367.871282,0.97323133203264,1.0056633777432,1985,1,26,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-27,359.727542,0.977862528556932,1.00475857730003,1985,1,27,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-28,350.249088,0.97365101947073,0.995693148102918,1985,1,28,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-29,340.120071,0.971080532834964,0.997359950758164,1985,1,29,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-30,329.699388,0.969361752250134,0.998230032910029,1985,1,30,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-01-31,319.049116,0.967697022234084,0.998282653496298,1985,1,31,"Winter",2,0.967687447398247,0.987021675857313
1634000,1985-03-03,967.083557,0.913175392807549,0.985175589876002,1985,3,3,"Spring",3,0.962950655058515,0.965955408258182
1634000,1985-03-04,884.972678,0.915094328297012,1.00210138764642,1985,3,4,"Spring",3,0.962950655058515,0.965955408258182
1634000,1985-03-05,817.894043,0.924202592161834,1.00995336063526,1985,3,5,"Spring",3,0.962950655058515,0.965955408258182
1634000,1985-03-06,764.586389,0.934823276369064,1.0114917273521,1985,3,6,"Spring",3,0.962950655058515,0.965955408258182
1634000,1985-03-07,721.661434,0.943858593852107,1.0096652679832,1985,3,7,"Spring",3,0.962950655058515,0.965955408258182
1634000,1985-03-08,686.029722,0.950625445227824,1.00716934869248,1985,3,8,"Spring",3,0.962950655058515,0.965955408258182
